"img href","img src","v5-item","price-offer","price-offer 2","price-tradein","price-tradein 2","price","price 2","specs","specs 2","specs 3","specs 4","specs 5","specs 6","specs 7","specs 8","promotion"
"https://hoanghamobile.com/laptop/laptop-dell-inspiron-14-5440-n4i7204w1","https://cdn.hoanghamobile.com/Uploads/2024/05/28/dell-inspiron-14-9.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop Dell Inspiron 14 5440 (N4I7204W1)","Giá HSSV","23,290,000 ₫","","","23,790,000 ₫","26,990,000 ₫","i7 - 150U","16GB","512GB SSD","GPU tích hợp","14 inch","1920x1200","60Hz","1.67kg","7"
"https://hoanghamobile.com/laptop/laptop-dell-inspiron-16-5640-n6i5419w1","https://cdn.hoanghamobile.com/Uploads/2024/05/28/dell-inspiron-16-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop Dell Inspiron 16 5640 (N6I5419W1)","Giá HSSV","22,290,000 ₫","","","22,790,000 ₫","24,299,000 ₫","I5 - 1334U","16GB","512GB SSD","GPU tích hợp","16 inch","1920x1200","60Hz","1.87kg","7"
"https://hoanghamobile.com/laptop/laptop-dell-inspiron-16-5640-n6i7512w1","https://cdn.hoanghamobile.com/Uploads/2024/05/28/dell-inspiron-16-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop Dell Inspiron 16 5640 (N6I7512W1)","Giá HSSV","30,490,000 ₫","","","30,990,000 ₫","33,490,000 ₫","I7 -  150U","8GB","1TB SSD","GPU tích hợp","16 inch","1920x1200","60Hz","1.87kg","7"
"https://hoanghamobile.com/laptop/laptop-asus-vivobook-s16-oled-s5606ma-mx051w","https://cdn.hoanghamobile.com/Uploads/2024/05/10/asus-vivobook-s16-oled-s5606ma-mx051w-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop Asus VivoBook S16 OLED S5606MA-MX051W","Giá HSSV","27,490,000 ₫","Giá lên đời từ","24,990,000 ₫","27,990,000 ₫","29,990,000 ₫","U7 - 155H","16GB","512GB SSD","GPU tích hợp","16 inch","3200x2000","120Hz","1.5kg","11"
"https://hoanghamobile.com/laptop/laptop-asus-expertbook-b1-b1502cb-b1502cba-nj1137w","https://cdn.hoanghamobile.com/Uploads/2024/05/14/asus-expertbook-b1-b1502cb-7.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop ASUS ExpertBook B1 B1502CB - (B1502CBA-NJ1137W)","Giá HSSV","11,890,000 ₫","Giá lên đời từ","9,390,000 ₫","12,390,000 ₫","14,990,000 ₫","i5-1235U","8GB","512GB SSD","GPU tích hợp","15.6 inch","1920x1080","Đang cập nhật","1.69kg","13"
"https://hoanghamobile.com/laptop/laptop-dell-inspiron-15-3530-71014840-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/10/26/71014840-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop Dell Inspiron 15 3530-71014840","Giá HSSV","16,990,000 ₫","Giá lên đời từ","14,490,000 ₫","17,490,000 ₫","20,490,000 ₫","i5 - 1335U","8GB","512GB SSD","MX550","15.6 inch","1920x1080","120Hz","1.63kg","13"
"https://hoanghamobile.com/laptop/laptop-hp-pavilion-15-eg3094tu-8c5l5pa-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/10/26/8c5l5pa-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop HP Pavilion 15-eg3094TU (8C5L5PA)","Giá HSSV","17,690,000 ₫","Giá lên đời từ","15,190,000 ₫","18,190,000 ₫","19,990,000 ₫","i5 - 1335U","8GB","512GB SSD","GPU tích hợp","15.6 inch","1920x1080","60Hz","1.74kg","15"
"https://hoanghamobile.com/laptop/laptop-hp-15-fd0079tu-8d732pa-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/10/26/8d732pa-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop HP 15-fd0079TU (8D732PA)","Giá HSSV","16,490,000 ₫","Giá lên đời từ","13,990,000 ₫","16,990,000 ₫","19,599,000 ₫","i5 - 1335U","16GB","512GB SSD","GPU tích hợp","15.6 inch","1920x1080","60Hz","1.59kg","15"
"https://hoanghamobile.com/laptop/laptop-hp-15-fd0081tu-8d734pa-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/10/26/8d734pa-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop HP 15-fd0081TU (8D734PA)","Giá HSSV","15,690,000 ₫","Giá lên đời từ","13,190,000 ₫","16,190,000 ₫","18,799,000 ₫","i5 - 1335U","8GB","512GB SSD","GPU tích hợp","15.6 inch","1920x1080","60Hz","1.59kg","13"
"https://hoanghamobile.com/laptop/laptop-hp-pavilion-14-dv2075tu-7c0w2pa-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/10/26/7c0w2pa-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop HP Pavilion 14-dv2075TU (7C0W2PA)","Giá HSSV","16,890,000 ₫","Giá lên đời từ","14,390,000 ₫","17,390,000 ₫","18,190,000 ₫","i5 - 1235U","8GB","512GB SSD","GPU tích hợp","14 inch","1920x1080","60Hz","1.41kg","14"
"https://hoanghamobile.com/laptop/laptop-gaming-msi-cyborg-15-a12vf-267vn-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/07/05/a12vf-267vn-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop Gaming MSI Cyborg 15 A12VF-267VN","Giá HSSV","23,290,000 ₫","Giá lên đời từ","20,790,000 ₫","23,790,000 ₫","30,490,000 ₫","i7 - 12650H","8GB","512GB SSD","RTX 4060","15.6 inch","1920x1080","144Hz","1.98kg","13"
"https://hoanghamobile.com/laptop/laptop-gaming-msi-katana-gf66-12uck-804vn-chinh-hang-tbh","https://cdn.hoanghamobile.com/Uploads/2023/04/18/12uck-804vn-0.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop Gaming MSI Katana GF66 12UCK-804VN - TBH","Giá HSSV","17,490,000 ₫","Giá lên đời từ","14,990,000 ₫","17,990,000 ₫","24,990,000 ₫","i7 - 12650H","8GB","512GB SSD","RTX 3050","15.6 inch","1920x1080","144Hz","2.25kg","14"
"https://hoanghamobile.com/laptop/laptop-msi-modern-15-b12mo-628vn-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/08/17/b12mo-628vn-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop MSI Modern 15 B12MO-628VN","Giá HSSV","11,490,000 ₫","Giá lên đời từ","9,490,000 ₫","12,490,000 ₫","14,490,000 ₫","i5 - 1235U","16GB","512GB SSD","GPU tích hợp","15.6 inch","1920x1080","60Hz","1.7kg","15"
"https://hoanghamobile.com/laptop/laptop-asus-vivobook-15x-oled-s3504va-l1266w-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/07/31/s3504va-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop ASUS VivoBook 15X OLED S3504VA-L1226W","Giá HSSV","16,490,000 ₫","Giá lên đời từ","13,990,000 ₫","16,990,000 ₫","21,990,000 ₫","i5 - 1340P","16GB","512GB SSD","GPU tích hợp","15.6 inch","1920x1080","60Hz","1.60kg","13"
"https://hoanghamobile.com/laptop/laptop-dell-inspiron-16-5620-71003903-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/04/17/71003903-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop Dell Inspiron 16 5620-71003903","Giá HSSV","16,990,000 ₫","Giá lên đời từ","14,490,000 ₫","17,490,000 ₫","21,599,000 ₫","i5 - 1235U","8GB","512GB SSD","GPU tích hợp","16 inch","1920x1200","60Hz","1.87kg","13"
"https://hoanghamobile.com/laptop/laptop-msi-gf63-thin-11uc-1228vn-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/04/20/gf63-thin-11uc-11ud-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop Gaming MSI GF63 Thin 11UC-1228VN","Giá HSSV","16,290,000 ₫","Giá lên đời từ","14,490,000 ₫","17,490,000 ₫","23,490,000 ₫","i7 - 11800H","8GB","512GB SSD","RTX 3050","15.6 inch","1920x1080","144Hz","1.86kg","14"
"https://hoanghamobile.com/laptop/laptop-hp-14s-dq2644tu-7c0w6pa-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/10/13/hp-14s-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop HP 14s dq2644TU-7C0W6PA","Giá HSSV","8,065,500 ₫","Giá lên đời từ","5,490,000 ₫","8,490,000 ₫","12,690,000 ₫","i3 - 1115G4","8GB","256GB SSD","GPU tích hợp","14 inch","1920x1080","60Hz","1.46kg","13"
"https://hoanghamobile.com/laptop/laptop-msi-modern-14-c13m-458vn-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/03/14/c13m-458vn-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop MSI Modern 14 C13M-458VN","Giá HSSV","12,990,000 ₫","Giá lên đời từ","10,490,000 ₫","13,490,000 ₫","17,990,000 ₫","i5 - 1335U","8GB","512GB SSD","GPU tích hợp","14 inch","1920x1080","60Hz","1.4kg","15"
"https://hoanghamobile.com/laptop/laptop-msi-modern-15-b13m-297vn-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/03/14/b13m-297vn-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop MSI Modern 15 B13M-297VN","Giá HSSV","17,490,000 ₫","Giá lên đời từ","14,990,000 ₫","17,990,000 ₫","21,990,000 ₫","i7 - 1355U","16GB","512GB SSD","GPU tích hợp","15.6 inch","1920x1080","60Hz","1.7kg","15"
"https://hoanghamobile.com/laptop/laptop-masstel-e116-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/07/24/e116-2.jpg;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop Masstel E116","Giá HSSV","2,840,500 ₫","Giá lên đời từ","-10,000 ₫","2,990,000 ₫","7,490,000 ₫","Celeron-N4020","4GB","128GB SSD","GPU tích hợp","11.6 inch","1366x768","60Hz","0.92kg","11"
"https://hoanghamobile.com/laptop/laptop-masstel-e140-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/07/24/e140-2.jpg;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop Masstel E140","Giá HSSV","3,790,500 ₫","Giá lên đời từ","990,000 ₫","3,990,000 ₫","9,490,000 ₫","Celeron-N4120","4GB","128GB SSD","GPU tích hợp","14 inch","1366x768","60Hz","1.39kg","14"
"https://hoanghamobile.com/laptop/macbook-pro-16-m2-pro-12-core-cpu-19-core-gpu-512gb","https://cdn.hoanghamobile.com/Uploads/2023/02/28/mabookpro16-silver-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","MacBook Pro 16"" (M2 Pro/12-core CPU/19-core GPU/16GB/512GB)","","","","","56,990,000 ₫","65,000,000 ₫","Apple - M2 Pro","16GB","512GB SSD","GPU tích hợp","16.2 inch","3456x2234","120Hz","2.14kg","11"
"https://hoanghamobile.com/laptop/laptop-lg-gram-2022-14zd90q-g-ah75a5d","https://cdn.hoanghamobile.com/Uploads/2022/08/08/image-removebg-preview-25.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop LG Gram 2022 14ZD90Q-G.AH75A5D","Giá HSSV","27,290,000 ₫","Giá lên đời từ","24,790,000 ₫","27,790,000 ₫","35,990,000 ₫","i7 - 1260P","16GB","512GB SSD","GPU tích hợp","14 inch","1920x1200","60Hz","0.99kg","13"
"https://hoanghamobile.com/laptop/laptop-asus-rog-strix-g18-g814ji-n6063w-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2024/06/19/n6063w.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop Asus ROG Strix G18 G814JI-N6063W","","","","","Liên hệ","","i9- 13980HX","32GB","1TB SSD","RTX 4070","18 inch","2560x1600","240Hz","3.0kg","9"
"https://hoanghamobile.com/laptop/laptop-asus-TUF-Dash-F15-FX517ZR-HN086W-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2024/06/19/fx517zr-hn086w.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop ASUS TUF Dash F15 FX517ZR-HN086W","","","","","Liên hệ","","i7 - 12650H","8GB","512GB SSD","RTX 3070","15.6 inch","1920x1080","144Hz","2kg","9"
"https://hoanghamobile.com/laptop/laptop-asus-rog-Zephyrus-M16-GU604VI-NM779W-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2024/06/19/nm779w.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop Asus ROG Zephyrus M16 GU604VI-NM779W","","","","","Liên hệ","","i9 - 13900H","32GB","1TB SSD","RTX 4070","16 inch","2560x1600","240Hz","2.1 kg","9"
"https://hoanghamobile.com/laptop/laptop-gaming-asus-rog-strix-g15-g513rm-hq055w-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/02/17/g513rm-hq055w-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop Gaming Asus ROG Strix G15 G513RM-HQ055W","Giá HSSV","27,490,000 ₫","Giá lên đời từ","24,990,000 ₫","27,990,000 ₫","47,990,000 ₫","R7 - 6800H","16GB","512GB SSD","RTX 3060","15.6 inch","2560x1440","165Hz","2.30 Kg","14"
"https://hoanghamobile.com/laptop/laptop-hp-pavilion-15-eg2085tu-7c0q7pa-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/02/17/7c0q7pa-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop HP Pavilion 15 eg2085TU-7C0Q7PA","Giá HSSV","13,490,000 ₫","Giá lên đời từ","10,990,000 ₫","13,990,000 ₫","","i5 - 1240P","8GB","256GB SSD","GPU tích hợp","15.6 inch","1920x1080","60Hz","1.7kg","12"
"https://hoanghamobile.com/laptop/laptop-hp-pavilion-15-fa0115TX-7C0X1PA-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/02/17/7c0x1pa-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop Gaming HP Victus 15 fa0115TX-7C0X1PA","Giá HSSV","18,490,000 ₫","Giá lên đời từ","15,990,000 ₫","18,990,000 ₫","26,990,000 ₫","i5 - 12500H","8GB","512GB SSD","RTX 3050","15.6 inch","1920x1080","144Hz","2.33kg","13"
"https://hoanghamobile.com/laptop/laptop-asus-expertbook-p2451fa-ek3299t-i3-10110u-4gb-256gb-ssd-14-0fhd-w10","https://cdn.hoanghamobile.com/Uploads/2023/02/20/image-removebg-preview-12.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop Asus ExpertBook P2451FA-EK3299T","Giá HSSV","6,925,500 ₫","Giá lên đời từ","4,290,000 ₫","7,290,000 ₫","9,990,000 ₫","i3-10110U","4GB","256GB SSD","GPU tích hợp","14 inch","1920x1080","Đang cập nhật","1.514 kg","15"
"https://hoanghamobile.com/laptop/laptop-gaming-acer-predator-helios-18-2023-ph18-71-94sj-nh-qkrsv-002","https://cdn.hoanghamobile.com/Uploads/2023/02/24/ph18-71-94sj-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop Gaming Acer PREDATOR HELIOS 18 2023 PH18-71-94SJ","Giá HSSV","119,490,000 ₫","Giá lên đời từ","116,990,000 ₫","119,990,000 ₫","","i9 - 13900HX","32GB","2TB SSD","RTX 4080","18 inch","2560x1600","240Hz","3.1 kg","18"
"https://hoanghamobile.com/laptop/laptop-gaming-acer-predator-helios-16-2023-ph16-71-94n1-nh-qjssv-002","https://cdn.hoanghamobile.com/Uploads/2023/02/24/ph16-71-94n1-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop Gaming Acer PREDATOR HELIOS 16 2023 PH16-71-94N1","Giá HSSV","117,290,000 ₫","Giá lên đời từ","114,790,000 ₫","117,790,000 ₫","","i9 - 13900HX","32GB","2TB SSD","RTX 4080","16 inch","2560x1600","240Hz","2.6kg","18"
"https://hoanghamobile.com/laptop/laptop-hp-probook-450-g9-6m103pa-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/03/02/hp-probook-450-g9-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop HP ProBook 450 G9 (6M103PA)","Giá HSSV","20,490,000 ₫","Giá lên đời từ","17,990,000 ₫","20,990,000 ₫","25,990,000 ₫","i7 - 1260P","8GB","512GB SSD","GPU tích hợp","15.6 inch","1920x1080","60Hz","1.74 kg","12"
"https://hoanghamobile.com/laptop/laptop-lg-gram-2022-16zd90q-g-ax51a5d-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/03/02/16zd90q-g-ax51a5-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop LG Gram 2022 16ZD90Q-G.AX51A5D","Giá HSSV","18,990,000 ₫","Giá lên đời từ","16,490,000 ₫","19,490,000 ₫","36,990,000 ₫","i5 - 1240P","8GB","256GB SSD","GPU tích hợp","16 inch","2560x1600","60Hz","1.19kg","13"
"https://hoanghamobile.com/laptop/laptop-lg-gram-2022-14Z90Q-g-AJ32A5-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/03/02/14z90q-g-aj32a5-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop LG Gram 2022 14Z90Q-G.AJ32A5","Giá HSSV","15,190,000 ₫","Giá lên đời từ","12,690,000 ₫","15,690,000 ₫","36,990,000 ₫","i3 - 1220P","8GB","256GB SSD","GPU tích hợp","14 inch","1920x1200","60Hz","0.99kg","13"
"https://hoanghamobile.com/laptop/laptop-lg-gram-2022-14Z90Q-g-AJ32A5D-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/03/02/14z90q-g-aj32a5-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop LG Gram 2022 14Z90Q-G.AJ32A5D","Giá HSSV","14,490,000 ₫","Giá lên đời từ","11,990,000 ₫","14,990,000 ₫","36,990,000 ₫","i3 - 1220P","8GB","256GB SSD","GPU tích hợp","14 inch","1920x1200","60Hz","0.99kg","13"
"https://hoanghamobile.com/laptop/laptop-gigabyte-gaming-g5-me-51vn263sh-i5-12500h-8gb-512gb-15-6-fhd","https://cdn.hoanghamobile.com/Uploads/2022/11/30/image-removebg-preview-2022-11-30t150907-964.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop Gaming GIGABYTE G5 ME-51VN263SH","Giá HSSV","18,490,000 ₫","Giá lên đời từ","15,990,000 ₫","18,990,000 ₫","27,490,000 ₫","i5 - 12500H","8GB","512GB SSD","RTX 3050Ti","15.6 inch","1920x1080","144Hz","1.9kg","13"
"https://hoanghamobile.com/laptop/laptop-acer-aspire-3-a315-58-54xf-i5-1135g7-8gb-512gb-15-6fhd-win11","https://cdn.hoanghamobile.com/Uploads/2022/11/12/image-removebg-preview-76.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop Acer Aspire 3 A315-58-54XF","Giá HSSV","9,015,500 ₫","Giá lên đời từ","6,490,000 ₫","9,490,000 ₫","18,890,000 ₫","i5 - 1135G7","8GB","512GB SSD","GPU tích hợp","15.6 inch","1920x1080","60Hz","1.7kg","13"
"https://hoanghamobile.com/laptop/laptop-acer-aspire-3-a315-58-589k-i5-1135g7-8gb-256gb-15-6fhd-w11h","https://cdn.hoanghamobile.com/Uploads/2022/11/12/image-removebg-preview-80.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop Acer Aspire 3 A315-58-589K","Giá HSSV","10,240,000 ₫","Giá lên đời từ","7,990,000 ₫","10,990,000 ₫","18,490,000 ₫","i5 - 1135G7","8GB","256GB SSD","GPU tích hợp","15.6 inch","1920x1080","60Hz","1.7kg","14"
"https://hoanghamobile.com/laptop/laptop-asus-vivobook-s-14-flip-tn3402qa-lz019w-r5-5600h-8gb-512gb-14wuxgat","https://cdn.hoanghamobile.com/Uploads/2022/11/04/image-removebg-preview-32.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop ASUS Vivobook S 14 Flip TN3402QA-LZ019W, R5-5600H/8GB/512GB/14WUXGAT","Giá HSSV","12,490,000 ₫","Giá lên đời từ","9,990,000 ₫","12,990,000 ₫","18,690,000 ₫","R5 - 5600H","8GB","512GB SSD","GPU tích hợp","14 inch","1920x1200","60Hz","1.6kg","13"
"https://hoanghamobile.com/laptop/laptop-hp-pavilion-15-eg2063tx-7c0q2pa-i5-1235u-8gb-512gb-mx550-15-6fhd","https://cdn.hoanghamobile.com/Uploads/2023/01/28/image-removebg-preview-9.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop HP Pavilion 15 eg2063TX-7C0Q2PA","Giá HSSV","16,890,000 ₫","Giá lên đời từ","14,390,000 ₫","17,390,000 ₫","21,490,000 ₫","i5 - 1235U","8GB","512GB SSD","MX550","15.6 inch","1920x1080","60Hz","1.7kg","13"
"https://hoanghamobile.com/laptop/laptop-gaming-acer-nitro-5-tiger-an515-58-769j-i7-12700h-8gd4-512gssd","https://cdn.hoanghamobile.com/Uploads/2022/12/22/image-removebg-preview-4.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop Gaming Acer Nitro 5 Tiger AN515-58-769J","Giá HSSV","21,190,000 ₫","Giá lên đời từ","18,990,000 ₫","21,990,000 ₫","30,490,000 ₫","i7 - 12700H","8GB","512GB SSD","RTX 3050","15.6 inch","1920x1080","144Hz","2.5kg","13"
"https://hoanghamobile.com/laptop/laptop-asus-vivobook-14x-m1403qa-ly024w-r7-5800h-8gb-512gb-14-0-wuxga","https://cdn.hoanghamobile.com/Uploads/2022/10/24/image-removebg-preview-84.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop ASUS Vivobook 14X M1403QA-LY024W, R7-5800H/8GB/512GB/14.0-WUXGA","Giá HSSV","15,490,000 ₫","Giá lên đời từ","12,990,000 ₫","15,990,000 ₫","16,990,000 ₫","R7 - 5800H","8GB","512GB SSD","GPU tích hợp","14 inch","1920x1200","60Hz","1.6kg","13"
"https://hoanghamobile.com/laptop/laptop-acer-nitro-5-tiger-an515-58-79uj-i7-12700h-16gb-512gb-pcie-rtx3060","https://cdn.hoanghamobile.com/Uploads/2022/09/16/image-removebg-preview-2022-09-16t145717-836.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop Acer Nitro 5 Tiger AN515-58-79UJ","Giá HSSV","34,990,000 ₫","Giá lên đời từ","34,990,000 ₫","37,990,000 ₫","39,990,000 ₫","i7 - 12700H","16GB","512GB SSD","RTX 3060","15.6 inch","1920x1080","165Hz","2.5kg","15"
"https://hoanghamobile.com/laptop/laptop-asus-tuf-gaming-a15-fa506ihrb-hn019w-r5-4600h-8gb-512gb","https://cdn.hoanghamobile.com/Uploads/2022/08/06/image-removebg-preview-16.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop ASUS TUF Gaming A15 FA506IHRB-HN019W -R5-4600H/8GB /512GB","Giá HSSV","13,490,000 ₫","Giá lên đời từ","10,990,000 ₫","13,990,000 ₫","20,990,000 ₫","R5 - 4600H","8GB","512GB SSD","GTX 1650","15.6 inch","1920x1080","144Hz","2.3kg","13"
"https://hoanghamobile.com/lap-top/laptop-acer-travelmate-b3-tmb311-31-c2hb-n4020-4gb-128gb-win11-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2022/05/30/laptop-acer-travelmate-b3-tmb311-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop Acer TravelMate B3 TMB311-31-C2HB","Giá HSSV","4,265,500 ₫","Giá lên đời từ","1,490,000 ₫","4,490,000 ₫","9,990,000 ₫","Celeron-N4020","4GB","128GB SSD","GPU tích hợp","11.6 inch","1366x768","60Hz","1.4kg","14"
"https://hoanghamobile.com/lap-top/laptop-asus-vivobook-a415ea-eb1750w-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2022/05/05/eb1750w-6.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop Asus VivoBook A415EA-EB1750W","Giá HSSV","8,065,500 ₫","Giá lên đời từ","5,490,000 ₫","8,490,000 ₫","14,390,000 ₫","1125G4","8GB","256GB SSD","GPU tích hợp","14 inch","1920x1080","60Hz","1.4kg","14"
"https://hoanghamobile.com/lap-top/laptop-asus-vivobook-flip-tm420ua-ec181w-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2022/05/05/ec181w-3.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop Asus VivoBook Flip TM420UA-EC181W","Giá HSSV","12,490,000 ₫","Giá lên đời từ","9,990,000 ₫","12,990,000 ₫","18,390,000 ₫","R5 - 5500U","8GB","512GB SSD","GPU tích hợp","14 inch","1920x1080","60Hz","1.5Kg","13"
"https://hoanghamobile.com/laptop/laptop-asus-gaming-tuf-dash-f15-fx517ze-hn045w-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2022/07/05/gaming-tuf-dash-f15-fx517ze-hn045w-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop ASUS TUF Gaming Dash F15 FX517ZE-HN045W","Giá HSSV","20,490,000 ₫","Giá lên đời từ","17,990,000 ₫","20,990,000 ₫","28,990,000 ₫","I5 - 12450H","8GB","512GB SSD","RTX 3050Ti","15.6 inch","1920x1080","144Hz","2kg","13"
"https://hoanghamobile.com/laptop/laptop-asus-vivobook-14x-a1403za-km161w-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2022/07/05/asus-vivobook-14x-a1403za-km161w-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop ASUS VivoBook 14X A1403ZA-KM161W","Giá HSSV","14,490,000 ₫","Giá lên đời từ","11,990,000 ₫","14,990,000 ₫","19,990,000 ₫","i5 - 12500H","8GB","256GB SSD","GPU tích hợp","14 inch","2880x1800","90Hz","1.6kg","14"
